PG.UniprotIds,PG.Genes,PG.ProteinDescriptions,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMs,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.PSMsForQuant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Label-Free Quant,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Coverage,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.Score,20220401_KMJ_LB_PB_140min_15cm_M2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_M1.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P2.raw.PG.UniquePeptides,20220401_KMJ_LB_PB_140min_15cm_P1.raw.PG.UniquePeptides
F1S2F6;Q9MZ15,VDAC2,Voltage-dependent anion-selective channel protein 2,10,16,13,17,5,5,5,5,9.276942E+07,1.695426E+08,3.262272E+07,1.326128E+08,29.6%;29.6%,32.3%;32.3%,33.7%;33.7%,34.7%;34.7%,2.47551083564758,2.47551083564758,2.47551083564758,2.47551083564758,10,10,10,10
A0A287APN0;A0A5G2QQY5;I3LL97,CSRP1,Cysteine and glycine rich protein 1,3,6,4,1,3,3,3,1,2449258,9805234,3788412,1.497436E+07,13.6%;19.4%;19.1%,15.9%;22.6%;22.3%,15.9%;22.6%;22.3%,4.9%;6.9%;6.8%,2.39047384262085,2.39047384262085,2.39047384262085,2.39047384262085,5,5,5,5
A0A287BMB6;A0A5G2QWN8;F1S420,HNRNPAB,Uncharacterized protein;Uncharacterized protein;Heterogeneous nuclear ribonucleoprotein A/B isoform b,2,2,9,6,2,2,5,5,5724507,1.969783E+07,5.726788E+07,1.535994E+07,6.4%;6.7%;7.4%,6.4%;6.7%;7.4%,11.6%;12.2%;13.4%,10.7%;11.3%;12.4%,2.64604210853577,2.64604210853577,2.64604210853577,2.64604210853577,7,7,7,7
A0A286ZYE7,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like isoform a,3,7,16,16,2,5,5,5,3.593671E+07,4.538823E+07,1.134738E+08,1.753618E+08,2.4%,12.6%,18.8%,16.2%,2.22986316680908,2.22986316680908,2.22986316680908,2.22986316680908,10,10,10,10
A0A287AT83,NaN,Eukaryotic translation initiation factor 4B isoform 1,1,3,13,12,1,3,5,5,1.350079E+07,3066540,1.428871E+07,1.318293E+07,4.6%,9.8%,10.7%,13.2%,2.42919111251831,2.42919111251831,2.42919111251831,2.42919111251831,10,10,10,10
A0A5G2R6Y4;F1SV04,NT5C1A,"5'-nucleotidase, cytosolic IA;5'-nucleotidase, cytosolic IA",1,7,2,NaN,1,5,2,NaN,388874.3,2403323,19758.35,NaN,2.2%;2.2%,22.3%;22.2%,3%;3%,NaN,1.44562351703644,1.44562351703644,1.44562351703644,NaN,7,7,7,NaN
F1SKM1,COL7A1,Uncharacterized protein,4,14,1,2,4,5,1,2,1184110,1199364,1183214,1275529,1.5%,4.2%,0.4%,0.7%,2.77554225921631,2.77554225921631,2.77554225921631,2.77554225921631,10,10,10,10
A0A287ADX5;A0A287AM05;A0A5G2R894,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44;Translocase of inner mitochondrial membrane 44;Translocase of inner mitochondrial membrane 44,2,1,NaN,2,2,1,NaN,2,305797.4,280117,NaN,1687814,3.8%;3.9%;3.4%,2.6%;2.7%;2.3%,NaN,3.8%;3.9%;3.4%,2.06534028053284,2.06534028053284,NaN,2.06534028053284,2,2,NaN,2
F1S6B4,PRELP,Prolargin,26,26,15,9,5,5,5,5,4.798529E+07,1.632609E+08,6.212657E+07,5.730415E+07,42.8%,46.5%,34.1%,16.5%,2.56696248054504,2.56696248054504,2.56696248054504,2.56696248054504,19,19,19,19
A0A287A8S0;M3VJZ7,LASP1,LIM and SH3 domain protein 1,2,NaN,NaN,NaN,1,NaN,NaN,NaN,4313738,NaN,NaN,NaN,4.6%;5%,NaN,NaN,NaN,0.0792029649019241,NaN,NaN,NaN,1,NaN,NaN,NaN
A0A287AGN9;F1S981,SPON1,F-spondin,2,3,7,4,2,3,5,4,3621272,2547640,9836463,1.511805E+07,4.7%;4.3%,4.4%;4.1%,12.6%;11.8%,7.9%;7.3%,2.39465880393982,2.39465880393982,2.39465880393982,2.39465880393982,7,7,7,7
F1RVN1,NDUFV1,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",1,NaN,NaN,1,1,NaN,NaN,1,26121.88,NaN,NaN,372330.5,2.2%,NaN,NaN,4.1%,0.522407114505768,NaN,NaN,0.522407114505768,2,NaN,NaN,2
Q8SPJ9,COX7A1,"Cytochrome c oxidase subunit 7A1, mitochondrial",7,11,7,10,2,3,2,4,1.615283E+09,9.454769E+08,2.091015E+08,3.49529E+07,28.7%,31.2%,28.7%,31.2%,1.93374717235565,1.93374717235565,1.93374717235565,1.93374717235565,4,4,4,4
A0A286ZRR3;A0A286ZTB0;A0A286ZVY0;A0A480MVX6;A0A5G2QLA7;A0A5G2QT34;A0A5G2QX06;A0A5G2R406;A0A5G2R8J3;F1ST01,SELENBP1,Selenium binding protein 1,1,6,1,1,1,4,1,1,171376.5,1163252,178355.5,1478496,2.9%;2.9%;2.8%;2.8%;3.4%;2.8%;2.7%;2.9%;3.1%;2.8%,10.4%;10.5%;10.1%;10.1%;12.4%;10.2%;9.9%;10.6%;11.2%;10.1%,2.6%;2.7%;2.6%;2.6%;3.2%;2.6%;2.5%;2.7%;2.9%;2.6%,2.6%;2.7%;2.6%;2.6%;3.2%;2.6%;2.5%;2.7%;2.9%;2.6%,2.51586651802063,2.51586651802063,2.51586651802063,2.51586651802063,4,4,4,4
A0A2C9F385;P79381,EPHX1,Epoxide hydrolase;Epoxide hydrolase 1,1,1,NaN,1,1,1,NaN,1,67777.64,497611.7,NaN,99859.55,4.2%;4.2%,4.2%;4.2%,NaN,4.2%;4.2%,2.4089891910553,2.4089891910553,NaN,2.4089891910553,1,1,NaN,1
A0A287A217;A0A287A275;A0A5G2QGK1,TUBB4B,Tubulin beta 4B class IVb;Tubulin beta chain;Tubulin beta chain,13,15,22,39,5,5,5,5,4.444192E+07,5.537169E+07,1.772944E+07,4.652674E+07,12.3%;14.8%;15.4%,24.8%;29.9%;31%,28.5%;34.4%;35.6%,30.8%;37.2%;38.5%,2.78096985816956,2.78096985816956,2.78096985816956,2.78096985816956,21,21,21,21
A0A5G2QXD8;F1SMV6,NCL,Nucleolin,3,8,16,18,3,5,5,5,4468125,1.376318E+07,3.542209E+07,9.169039E+07,5.7%;5.5%,8.7%;8.4%,23.4%;22.7%,19.7%;19.1%,2.72342753410339,2.72342753410339,2.72342753410339,2.72342753410339,18,18,18,18
A0A5G2QFC4;A0A5G2QK83;A0A5G2QLQ1;A0A5G2R3I6,DLAT,Acetyltransferase component of pyruvate dehydrogenase complex,7,9,4,7,5,5,2,5,5756228,1.712741E+07,1834603,1.552001E+07,12.3%;10%;9.9%;9.6%,12.5%;10.2%;10%;9.7%,4.6%;3.8%;3.7%;3.6%,9.4%;7.7%;7.6%;7.3%,2.67209029197693,2.67209029197693,2.67209029197693,2.67209029197693,8,8,8,8
A0A287B9W3,DYNC1H1,Uncharacterized protein,3,23,89,100,3,5,5,5,5883053,2.234701E+07,3.437424E+07,2.911865E+07,1.1%,5.9%,16.4%,17.9%,2.80989193916321,2.80989193916321,2.80989193916321,2.80989193916321,87,87,87,87
A0A5G2R0H0;Q6UAQ8,ETFB,Electron transfer flavoprotein subunit beta,2,6,2,15,2,5,2,5,720323.6,5347167,1220006,7004974,14.1%;12.9%,19.2%;17.6%,8.5%;7.8%,37.2%;34.1%,1.97685658931732,1.97685658931732,1.97685658931732,1.97685658931732,11,11,11,11
A0A287AM95;A0A5G2Q6N1;A0A5G2QKZ8;I3LKJ6,GFM1,"Elongation factor G, mitochondrial;Elongation factor G, mitochondrial;Elongation factor G, mitochondrial;Elongation factor G, mitochondrial",1,1,4,2,1,1,3,2,331439.1,523728.5,1309369,1686476,1.2%;1.1%;1.3%;1.2%,1.6%;1.5%;1.7%;1.6%,5.2%;5.1%;5.6%;5.4%,2.7%;2.7%;2.9%;2.9%,1.94472241401672,1.94472241401672,1.94472241401672,1.94472241401672,3,3,3,3
I3L638;P48819,VTN,Vitronectin,2,4,2,2,1,4,2,2,1.813252E+07,4742061,7509065,1617671,4.5%;4.8%,11%;11.5%,4.5%;4.8%,5.8%;6.1%,2.14963030815125,2.14963030815125,2.14963030815125,2.14963030815125,6,6,6,6
A0A287ATF2,DSG2,Desmoglein 2,3,4,2,12,3,4,1,5,2472725,1.216001E+07,3495444,4766307,3.7%,4.6%,1.2%,9.6%,2.87077593803406,2.87077593803406,2.87077593803406,2.87077593803406,10,10,10,10
A0A287B8T1;A0A287BAZ8;F1SLX5,AASS,Aminoadipate-semialdehyde synthase,1,1,NaN,1,1,1,NaN,1,1299781,337524.5,NaN,1390973,1%;0.8%;0.9%,1%;0.8%;0.9%,NaN,1%;0.8%;0.9%,-0.80154937505722,-0.80154937505722,NaN,-0.80154937505722,1,1,NaN,1
F6Q5P0,RPS13,40S ribosomal protein S13,1,2,3,10,1,1,3,5,706716,2072657,527596.9,4869176,7%,7%,16.9%,24.9%,2.29216003417969,2.29216003417969,2.29216003417969,2.29216003417969,6,6,6,6
I3L9H4,PITHD1,PITH domain containing 1,1,1,3,2,1,1,3,2,75049.48,2335571,1628152,537086.1,4.3%,4.3%,12.8%,9.5%,1.28466486930847,1.28466486930847,1.28466486930847,1.28466486930847,3,3,3,3
A0A286ZRT5;A0A286ZTY9;A0A287A3L9;A0A5G2Q8L1;A0A5G2QB91,PMPCA,Alpha-MPP,1,NaN,1,1,1,NaN,1,1,166461,NaN,914111.2,2745689,2.8%;3.4%;3.5%;3.2%;2.9%,NaN,2.8%;3.4%;3.5%;3.2%;2.9%,2.8%;3.4%;3.5%;3.2%;2.9%,2.79755902290344,NaN,2.79755902290344,2.79755902290344,1,NaN,1,1
A0A286ZND5;F1S3U9,PRDX1,Peroxiredoxin-1,2,5,5,6,2,4,4,5,1.018096E+07,1.158696E+07,1.155524E+07,3.869486E+07,8%;9%,16.5%;18.6%,12.9%;14.6%,18.3%;20.6%,2.19601988792419,2.19601988792419,2.19601988792419,2.19601988792419,6,6,6,6
F2Z5C1,ANXA5,Annexin,1,5,3,3,1,5,2,2,191809.4,808145.1,3205316,3560817,5%,16.5%,8.7%,8.7%,2.35604596138,2.35604596138,2.35604596138,2.35604596138,5,5,5,5
A0A5G2QIK1;Q0R678,PARK7,Parkinsonism associated deglycase;Maillard deglycase,2,NaN,2,7,2,NaN,1,4,408897.4,NaN,745633.1,3492124,24.9%;22.2%,NaN,11.2%;10.1%,29.6%;26.5%,2.49638867378235,NaN,2.49638867378235,2.49638867378235,4,NaN,4,4
I3LS86;I3LUX6,KBTBD11,Kelch repeat and BTB domain containing 11,1,NaN,2,3,1,NaN,1,2,1925650,NaN,1.063435E+07,960301.7,3.5%;3.6%,NaN,3.5%;3.6%,5.4%;5.5%,1.66068065166473,NaN,1.66068065166473,1.66068065166473,2,NaN,2,2
A0A286ZTA8;A0A287BPM1;A0A480VXI4;F1RXW0;Q59IP2,COL5A2,Collagen type V alpha 2 chain;Collagen type V alpha 2 chain;Collagen alpha-2(V) chain preproprotein;Collagen alpha-2(V) chain preproprotein;Collagen alpha-2(V) chain,3,2,5,9,2,2,5,5,1.084494E+08,3.176533E+07,1.202906E+07,1.74344E+07,0.7%;0.7%;0.7%;0.7%;0.7%,0.7%;0.7%;0.7%;0.7%;0.7%,7.4%;7.1%;7.1%;7.2%;6.9%,6.3%;6%;6%;6.1%;5.9%,2.32233548164368,2.32233548164368,2.32233548164368,2.32233548164368,7,7,7,7
A0A287AZF9,CYC1,Cytochrome c1,6,6,NaN,12,4,5,NaN,5,3468627,1986685,NaN,1.607708E+07,13.5%,20.6%,NaN,16%,2.66503834724426,2.66503834724426,NaN,2.66503834724426,7,7,NaN,7
A0A287AQ41;A0A287BQQ3;A0A287BSU1;F1S5M9,ADD3,Adducin 3,3,3,5,4,3,3,2,4,474591.3,4911750,3410615,3952407,5.4%;6%;5.6%;5.7%,5.7%;6.3%;5.9%;6%,3.7%;4.1%;3.9%;3.9%,7.9%;8.8%;8.3%;8.3%,2.30668592453003,2.30668592453003,2.30668592453003,2.30668592453003,5,5,5,5
F1SNH3;I3L650,CALD1,Caldesmon 1,4,12,10,7,3,5,5,5,6755297,9227427,1.691224E+07,1.203176E+07,6.4%;4.9%,17%;12.9%,13.9%;10.5%,9.6%;7.2%,2.5353319644928,2.5353319644928,2.5353319644928,2.5353319644928,12,12,12,12
A0A286ZQ85;F1RYI8,COL3A1,Collagen type III alpha 1 chain;Collagen alpha-1(III) chain preproprotein,3,6,12,14,2,4,5,5,6.498726E+08,5.547345E+07,9.080075E+07,1.375969E+08,2%;2%,5.6%;5.7%,9.1%;9.1%,9%;9%,2.85717964172363,2.85717964172363,2.85717964172363,2.85717964172363,12,12,12,12
Q6QAT1,RPS28,40S ribosomal protein S28,2,1,1,2,2,1,1,2,131952.8,547953.3,128122.8,6452358,27.5%,23.2%,23.2%,27.5%,2.42508864402771,2.42508864402771,2.42508864402771,2.42508864402771,2,2,2,2
A0A287AEK2,PRKAR2A,cAMP-dependent protein kinase type II-alpha regulatory subunit,5,10,4,7,5,5,4,5,1.050169E+07,8538535,2049062,4355611,17%,26.5%,11.8%,14.1%,2.55509495735168,2.55509495735168,2.55509495735168,2.55509495735168,9,9,9,9
A0A287AUL3;A0A287BKR0;A0A5G2QWJ7;A0A5G2QYI6,CTTN,Cortactin,1,4,11,9,1,3,5,5,1893998,1.44311E+07,1.158819E+07,2.811894E+07,2.3%;2.6%;2.2%;2.3%,3.9%;4.3%;3.6%;3.9%,9.2%;10.2%;8.6%;9.1%,8.5%;9.5%;8%;8.5%,2.4776623249054,2.4776623249054,2.4776623249054,2.4776623249054,8,8,8,8
A0A286ZMM8;A0A286ZS09;A0A287AZU5;A0A287BQX1;A0A287BSA9;A0A5G2QDX5;A0A5G2QU81;A0A5S6FY01;A1Y2K1;F1RT53;F1RZM8;F1SEK8;K7GM45;K7GPR7,LYN;LYN;LYN;YES1;HCK;SRC;YES1;FYN;FYN;LYN;FYN;SRC;SRC;SRC,Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase Fyn;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase;Tyrosine-protein kinase,1,2,1,1,1,1,1,1,157980.9,619037,865040.5,2229756,1.7%;1.7%;1.8%;1.5%;1.5%;1.4%;1.4%;1.5%;1.5%;1.6%;1.5%;1.6%;1.5%;1.4%,1.7%;1.7%;1.8%;1.5%;1.5%;1.4%;1.4%;1.5%;1.5%;1.6%;1.5%;1.6%;1.5%;1.4%,1.7%;1.7%;1.8%;1.5%;1.5%;1.4%;1.4%;1.5%;1.5%;1.6%;1.5%;1.6%;1.5%;1.4%,1.7%;1.7%;1.8%;1.5%;1.5%;1.4%;1.4%;1.5%;1.5%;1.6%;1.5%;1.6%;1.5%;1.4%,-0.00928490050137043,-0.00928490050137043,-0.00928490050137043,-0.00928490050137043,1,1,1,1
A0A286ZLI8,DDX17,Uncharacterized protein,2,4,22,28,2,4,5,5,702144.3,1.130539E+07,7.575233E+07,6.84135E+07,5.6%,9.7%,24.7%,32.5%,2.68313813209534,2.68313813209534,2.68313813209534,2.68313813209534,22,22,22,22
E5F1H4,STAT6,Signal transducer and activator of transcription,1,3,6,4,1,3,5,4,346131.3,1848250,502162.1,2113529,3.3%,6%,11.1%,6.1%,2.14448475837708,2.14448475837708,2.14448475837708,2.14448475837708,6,6,6,6
A0A5K1UKC5,BGN,Biglycan,1,1,2,2,1,1,2,1,607430.9,864472.4,477545,5855767,2.1%,5.3%,7.4%,5.3%,2.09072184562683,2.09072184562683,2.09072184562683,2.09072184562683,2,2,2,2
A0A5G2QG93;A0A5G2QLD6;A0A5G2QZU7;D2WKD6;F1SAX3,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha,3,7,4,14,2,5,3,5,263047.1,2787808,794613.2,5685590,3.4%;3.1%;3%;3%;3%,7.8%;7.2%;7%;7%;6.9%,4.9%;4.6%;4.4%;4.4%;4.4%,15.3%;14.2%;13.7%;13.7%;13.6%,2.68333745002747,2.68333745002747,2.68333745002747,2.68333745002747,12,12,12,12
A0A287AF76;A0A287AFR1;A0A287AP62;A0A287AXS8;A0A287B7X5,EIF4G3,Eukaryotic translation initiation factor 4 gamma 3,2,3,3,3,2,3,2,3,170529.1,734292.4,4098505,3140421,1.3%;1.5%;1.3%;1.4%;1.3%,2.1%;2.3%;2.1%;2.2%;2.1%,1.3%;1.5%;1.3%;1.4%;1.3%,2.4%;2.6%;2.4%;2.5%;2.4%,2.00431513786316,2.00431513786316,2.00431513786316,2.00431513786316,4,4,4,4
A0A5G2R2C9;F1RTH3,AIFM1,Apoptosis inducing factor mitochondria associated 1,7,5,4,5,5,5,3,5,799648.8,3624832,3953444,3789248,10%;10%,11.8%;11.7%,5.4%;5.4%,9.5%;9.5%,2.74652242660522,2.74652242660522,2.74652242660522,2.74652242660522,10,10,10,10
A0A287A2M4,CRIP2,Uncharacterized protein,5,9,7,12,5,5,5,5,2.598606E+07,8.626252E+07,6.092069E+07,2.639448E+07,25%,26.3%,27.6%,34.9%,2.56010341644287,2.56010341644287,2.56010341644287,2.56010341644287,9,9,9,9
A0A287A402;A0A287B3D7;A0A480LAQ9;A0A480LAT2;F1RHC5,MACROH2A1,Core histone macro-H2A,3,NaN,1,7,2,NaN,1,5,147667.2,NaN,398188.1,5056872,10%;10%;9.9%;10%;10%,NaN,2.4%;2.4%;2.4%;2.4%;2.4%,17.9%;17.9%;17.7%;17.8%;17.8%,1.90758037567139,NaN,1.90758037567139,1.90758037567139,5,NaN,5,5
A0A287A5G1;A0A287AA77;A0A287AAR4;A0A5G2QZX1;I3LVD5;Q6QAQ1,ACTG1;ACTG1;ACTB;ACTG1;ACTG1;ACTB,"Uncharacterized protein;Uncharacterized protein;Actin, cytoplasmic 1;Uncharacterized protein;Actin, cytoplasmic 2;Actin, cytoplasmic 1",2,6,5,10,2,4,3,5,2.799016E+07,2.317973E+07,7939390,4.157763E+07,9.3%;9.2%;9.7%;9.7%;9.3%;9.3%,22.8%;22.6%;24%;24%;22.9%;22.9%,14.8%;14.7%;15.6%;15.6%;14.9%;14.9%,22.8%;22.6%;24%;24%;22.9%;22.9%,2.57873964309692,2.57873964309692,2.57873964309692,2.57873964309692,6,6,6,6
A0A5G2RB75;F1RLG5,REEP5,Receptor expression-enhancing protein,3,3,1,1,3,3,1,1,319967.2,2271051,154071,4926936,14.4%;15.9%,14.4%;15.9%,3.8%;4.2%,3.8%;4.2%,1.72476518154144,1.72476518154144,1.72476518154144,1.72476518154144,3,3,3,3
A0A287ABR3;A0A5G2QG10;A0A5G2QPG5,CISD1,ZnF_CDGSH domain-containing protein,1,1,NaN,3,1,1,NaN,2,6282177,2082895,NaN,1572929,13.5%;14%;11.1%,13.5%;14%;11.1%,NaN,25.2%;26.2%;20.7%,1.48279309272766,1.48279309272766,NaN,1.48279309272766,2,2,NaN,2
A0A287A487;A0A5G2Q9X2;Q1G1K7,IDH3B,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial",3,3,2,8,3,3,2,4,759965.3,2274332,537086.9,3795962,6.1%;3.8%;6%,7.7%;4.8%;7.5%,5.1%;3.2%;4.9%,5.6%;3.5%;5.5%,1.66777455806732,1.66777455806732,1.66777455806732,1.66777455806732,5,5,5,5
A0A287A9X1;A0A287AQS0;A0A5G2QJF8;F1S297,IDH3G,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial;Isocitrate dehydrogenase [NAD] subunit, mitochondrial",5,1,3,7,4,1,3,5,326793.4,2164500,2266700,6301291,13.9%;15.8%;13.7%;14%,1.8%;2.1%;1.8%;1.8%,7.9%;9%;7.7%;7.9%,18.9%;21.5%;18.6%;19%,2.69034075737,2.69034075737,2.69034075737,2.69034075737,8,8,8,8
A0A5G2Q7D7;A0A5G2QMG3;Q0QF01,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial;Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",5,8,4,13,4,5,3,5,1.011628E+07,9477893,4360497,2.534129E+07,7.1%;7.5%;6.9%,8.6%;9.1%;8.4%,5.4%;5.7%;5.3%,16.6%;17.5%;16.3%,2.77117514610291,2.77117514610291,2.77117514610291,2.77117514610291,10,10,10,10
F1S1M3,SRPX2,Sushi repeat-containing protein SRPX2,7,5,10,5,5,4,5,3,1061788,3350259,9674811,7287754,15.5%,10.8%,23.4%,10.1%,2.2175178527832,2.2175178527832,2.2175178527832,2.2175178527832,7,7,7,7
A0A287A113;A0A5G2QHL5;A0A5G2QSV4,SPTB,Spectrin beta chain,1,5,5,11,1,5,5,5,1.590033E+07,5954128,8895263,1916352,0.5%;0.5%;0.5%,2.8%;2.8%;2.8%,2.3%;2.3%;2.3%,3.6%;3.6%;3.6%,2.14309549331665,2.14309549331665,2.14309549331665,2.14309549331665,13,13,13,13
A0A286ZL02;A0A287AUQ4;A0A287BKK1;A0A5G2QYW3;A0A5G2R6J5;I3L5U9,HOOK3,Hook microtubule tethering protein 3,1,1,1,5,1,1,1,4,965418.3,3730308,3208494,1548353,2.7%;1.9%;2.2%;2.8%;2.1%;2.3%,2.7%;1.9%;2.2%;2.8%;2.1%;2.3%,2.7%;1.9%;2.2%;2.8%;2.1%;2.3%,11.3%;7.9%;9.2%;11.4%;8.7%;9.3%,2.45134234428406,2.45134234428406,2.45134234428406,2.45134234428406,4,4,4,4
F1S3J7,PAPLN,"Papilin, proteoglycan like sulfated glycoprotein",3,2,3,4,2,2,1,3,7911867,714607.1,4635223,7277402,3.3%,4%,2.1%,5.1%,2.63075280189514,2.63075280189514,2.63075280189514,2.63075280189514,4,4,4,4
A0A5G2QK35,HTRA1,Uncharacterized protein,1,3,NaN,NaN,1,3,NaN,NaN,479682.4,1001637,NaN,NaN,2.5%,6.9%,NaN,NaN,2.01937556266785,2.01937556266785,NaN,NaN,3,3,NaN,NaN
A0A286ZYM6;A0A5G2R1V1;A0A5G2RAC9,ATP5PB,ATP synthase subunit b,2,1,1,9,2,1,1,5,865387.7,840035.4,394639.7,1.566812E+07,9.8%;9.9%;10.5%,3.5%;3.6%;3.8%,6.6%;6.7%;7.1%,19.1%;19.4%;20.6%,2.51946306228638,2.51946306228638,2.51946306228638,2.51946306228638,8,8,8,8
A0A286ZKU8;A0A287A0B3;A0A5G2QD79;A0A5G2QN63;A0A5G2RFH0;F1RGK9;I3L5C7;I3LQ83,UBAP2L,Ubiquitin associated protein 2 like,1,1,1,2,1,1,1,2,245710.4,1244069,2265552,743675.9,0.8%;0.8%;0.8%;0.8%;0.8%;0.8%;0.9%;0.9%,0.8%;0.8%;0.8%;0.8%;0.8%;0.8%;0.9%;0.9%,0.8%;0.8%;0.8%;0.8%;0.8%;0.8%;0.9%;0.9%,1.6%;1.5%;1.5%;1.5%;1.5%;1.6%;1.7%;1.7%,1.27880764007568,1.27880764007568,1.27880764007568,1.27880764007568,2,2,2,2
F1RG04,CCDC6,Coiled-coil domain containing 6,1,2,3,4,1,2,3,3,1450315,233534.9,7327434,3635066,3.6%,6.5%,8.4%,7.9%,2.13822960853577,2.13822960853577,2.13822960853577,2.13822960853577,5,5,5,5
F1RZC6,CCDC141,Ig-like domain-containing protein,10,9,5,6,5,5,5,5,3541680,4432689,928975.2,1017224,5.1%,7%,3.8%,4.3%,2.73991060256958,2.73991060256958,2.73991060256958,2.73991060256958,11,11,11,11
A0A5G2QTZ6;A0A5G2QYU9;F1SS61,MYH3,Myosin heavy chain 3,1,NaN,1,1,1,NaN,1,1,3.672784E+07,NaN,3657337,3.755672E+07,0.8%;0.8%;0.8%,NaN,1.1%;1.1%;1.1%,1.1%;1.1%;1.1%,1.08811450004578,NaN,1.08811450004578,1.08811450004578,2,NaN,2,2
F1SV23,NDUFS5,Complex I-15 kDa,1,2,8,2,1,2,5,2,703919.1,529322.2,3572351,2578865,11.3%,17.9%,37.7%,17.9%,2.28122520446777,2.28122520446777,2.28122520446777,2.28122520446777,6,6,6,6
Q56P28,ARL6IP5,PRA1 family protein 3,1,2,1,1,1,2,1,1,482849,1916971,3205560,1.130422E+07,3.7%,14.4%,3.7%,3.7%,0.138205111026764,0.138205111026764,0.138205111026764,0.138205111026764,3,3,3,3
F1SGG3,KRT1,Cytokeratin-1,11,14,10,9,5,5,5,5,4.070697E+08,1.447135E+08,1.49224E+08,4.638896E+08,9.5%,11.2%,11.2%,9.5%,1.96254730224609,1.96254730224609,1.96254730224609,1.96254730224609,11,11,11,11
F1S9H9;P81693,ACP1,Low molecular weight cytosolic acid phosphatase;Low molecular weight phosphotyrosine protein phosphatase,1,NaN,1,1,1,NaN,1,1,34544.63,NaN,528652.8,1997319,4.8%;7%,NaN,4.8%;7%,4.8%;7%,0.554507672786713,NaN,0.554507672786713,0.554507672786713,1,NaN,1,1
I3LDC3,NDUFB10,Complex I-PDSW,1,2,NaN,3,1,2,NaN,2,492930.5,2815276,NaN,1.176936E+07,7%,12.9%,NaN,14.4%,2.82696723937988,2.82696723937988,NaN,2.82696723937988,3,3,NaN,3
A0A286ZSF8;A0A287AG39;A0A287AT45;A0A287BQ44;I3LBT8,SNRPN;;SNRPN;SNRPN;SNRPN,Small nuclear ribonucleoprotein-associated protein,1,1,4,7,1,1,3,3,747374.4,1063507,7866102,6402352,3%;3%;2.9%;2.9%;2.8%,3%;3%;2.9%;2.9%;2.8%,6.9%;6.9%;6.7%;6.7%;6.4%,6.9%;6.9%;6.7%;6.7%;6.4%,1.41655766963959,1.41655766963959,1.41655766963959,1.41655766963959,3,3,3,3
A0A287AL10,FTH1,Ferritin,1,1,NaN,NaN,1,1,NaN,NaN,276240.9,126063.2,NaN,NaN,3.9%,3.9%,NaN,NaN,-0.230306789278984,-0.230306789278984,NaN,NaN,1,1,NaN,NaN
